retrieved||,||target||,||id
根號cos[Pspa]2[SEP][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb]2[Prbb][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][Prbb] [SEP][var2][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]2[Pplu][var2][Prbb][var1][Prbb] [SEP][Pbeg]cos[Plbb]2[Prbb] [SEP]||,||[Pbeg]sqrt[Plbb][Pbeg]cos[Plbb]2[Prbb][Prbb] ||,||249
8的[var2]次方減pi的7[var1]的[var3]分之0次方[SEP][Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Pmin][Pbeg]pi[Prbb][Pexp][Plbb][Plbb]7[var1][Prbb][Pexp][Plbb][Pbeg]frac[Plbb]0[Prbb][Plbb][var3][Prbb][Prbb][Prbb] [SEP][Plbb]0[Prbb][Pexp][Plbb]2[Pplu][Pbeg]log[Psub][Plbb]7[Prbb][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var2][Prbb] [SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][Plsb][var1][Pmin][var4][Prsb][Pmin][var3][Prsb][Prbb] [SEP][Plbb][Pbeg]frac[Plbb][Pbeg]sqrt[Plbb]0[Pplu]2[Prbb][Prbb][Plbb]7[Prbb][Prbb][Pexp][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP]||,||[Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Pmin][Pbeg]pi[Prbb][Pexp][Plbb][Plbb]7[var1][Prbb][Pexp][Plbb][Pbeg]frac[Plbb]0[Prbb][Plbb][var3][Prbb][Prbb][Prbb] ||,||250
[var1]分之0加括號0減1[SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Pbeg]frac[Plbb]0[Pplu][Plsb]0[Pmin]1[Prsb][Prbb][Plbb][var1][Prbb] [SEP][var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]cos[Plbb]0[Pplu][Plsb]0[Pbeg]frac[Plbb]1[Prbb][Plbb]0[Prbb][Prsb][Prbb] [SEP][Plsb]cp[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb] [SEP]||,||[Pbeg]frac[Plbb]0[Pplu][Plsb]0[Pmin]1[Prsb][Prbb][Plbb][var1][Prbb] ||,||251
根號3[SEP][Pbeg]sqrt[Plbb]3[Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var2][Pplu][var1][Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] [SEP][Plbb][Plbb]3[Prbb][Pexp][Plbb]7[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Pbeg]sqrt[Plbb]3[Prbb] ||,||252
7加[var1][SEP]7[Pmin][var1] [SEP]7[var1] [SEP]7[Pplu][var1] [SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP]8[Pplu][Plsb]7[var1][Prsb] [SEP]||,||7[Pplu][var1] ||,||253
78加[var1]分之5整個乘以[var2][SEP][Plsb][Plsb]78[Prsb][Pplu][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prsb][var2] [SEP][Plsb]78[Prsb][var1] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu][Plsb][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Pplu][var2][Prbb][Prsb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP]||,||[Plsb][Plsb]78[Prsb][Pplu][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prsb][var2] ||,||254
log[Pspa]0[Pspa]1[SEP][var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]0[Prbb]1 [SEP][Pbeg]log[Psub][Plbb]0[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]1[Pmin][var2][Prsb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb] [SEP]||,||[Pbeg]log[Psub][Plbb]0[Prbb]1 ||,||255
6的[var1]次方減[var2][SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP][Plsb]6[Pplu][var2][Prsb][Pplu][Plbb][var1][Prbb][Pexp][Plbb][var3][Prbb] [SEP]||,||[Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] ||,||256
8加括號括號tan[Pspa][var1]減[var3]括號乘[var2][SEP][Plsb][Plsb]8[Pplu][var4][Prsb][Pmin][Plsb][var3][Pplu][var2][Prsb][Prsb][var1] [SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][Plsb][var1][Pmin][var4][Prsb][Pmin][var3][Prsb][Prbb] [SEP][Pbeg]tan[Plbb][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][var1][Pplu][var2][Prsb][Prbb] [SEP][Plsb][var3][Pmin][var1][Prsb][Pmin][Plsb]8[Pplu][var2][Prsb] [SEP][Plsb][Plsb][Pbeg]sqrt[Plbb]8[Prbb][Prsb][Pplu][Plsb]0[Pmin][var2][Prsb][Prsb][Pplu][var1] [SEP]||,||8[Pplu][Plsb][Plsb][Pbeg]tan[Plbb][var1][Pmin][var3][Prbb][Prsb][var2][Prsb] ||,||257
cos[Pspa]pi[Pspa]乘上7[SEP][Pbeg]cos[Plbb][Pbeg]frac[Plbb]7[Prbb][Plbb][var1][Pmin][var2][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]cos[Plbb]7[Prbb] [SEP][Pbeg]log[Psub][Plbb]7[var1][Prbb][var2] [SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Plsb][Pbeg]cos[Plbb][Pbeg]pi[Prbb][Prsb]7 ||,||258
[var2]加括號[var3]加[var1][SEP][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3] [SEP][var2][Pplu][Plsb][var3][Pplu][var1][Prsb] [SEP][Plsb][var2][Pplu][var3][Prsb][Pplu][var1] [SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[var2][Pplu][Plsb][var3][Pplu][var1][Prsb] ||,||259
sin[Pspa][var1][Pspa]的4[var3]次方以sin[Pspa][var2][Pspa]為底的對數[SEP][Plbb][Pbeg]log[Psub][Plbb][Pbeg]sin[Plbb][var2][Prbb][Prbb][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Prbb][Pexp][Plbb]4[var3][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]log[Psub][Plbb]4[Prbb][var2][Prbb][var1] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb][Plsb][Pbeg]tan[Plbb][var2][Prbb][Prsb][Pplu][Plsb][Pbeg]sin[Plbb]3[Prbb][Prsb][Prsb] [SEP][Plbb][Pbeg]log[Psub][Plbb][var4][Prbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP]||,||[Plbb][Pbeg]log[Psub][Plbb][Pbeg]sin[Plbb][var2][Prbb][Prbb][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Prbb][Pexp][Plbb]4[var3][Prbb] ||,||260
sin[Pspa][var1][SEP][Pbeg]sin[Plbb][var1][Prbb] [SEP][Pbeg]sin[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sin[Plbb][var1][Pplu][var2][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Plsb][Pbeg]sin[Plbb][var2][Prbb][Prsb][var1] [SEP]||,||[Pbeg]sin[Plbb][var1][Prbb] ||,||261
1的[var1]以pi為底的對數的次方[SEP][Plbb]1[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb][Pbeg]pi[Prbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]1[Pmin][var2][Prsb] [SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Pplu][Pbeg]log[Psub][Plbb]1[Prbb]a[Prbb] [SEP][Pbeg]log[Psub][Plbb]1[Prbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var1] [SEP]||,||[Plbb]1[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb][Pbeg]pi[Prbb][var1][Prbb] ||,||262
5加括號log[Pspa][var2][Pspa][var4]減[var1]的[var3]次方[SEP]5[Pplu][Plsb][Pbeg]log[Psub][Plbb][var2][Prbb][var4][Pmin][Plbb][var1][Prbb][Pexp][Plbb][var3][Prbb][Prsb] [SEP][var3][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb][var2] [SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP]||,||5[Pplu][Plsb][Pbeg]log[Psub][Plbb][var2][Prbb][var4][Pmin][Plbb][var1][Prbb][Pexp][Plbb][var3][Prbb][Prsb] ||,||263
1的08次方[SEP][Plbb]1[Prbb][Pexp][Plbb]08[Prbb] [SEP][Plbb]8[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]1[Prbb][Pbeg]frac[Plbb]1[Prbb][Plbb]1[Prbb][Prbb] [SEP]33 [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb]8[Pplu]8[Prbb] [SEP][Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var1][Prbb][Prbb][Plbb][var2][Prbb][var3] [SEP]||,||[Plbb]1[Prbb][Pexp][Plbb]08[Prbb] ||,||264
5的kx次方[Pspa]分之7[SEP][Pbeg]frac[Plbb]7[Prbb][Plbb][Plbb]5[Prbb][Pexp][Plbb]kx[Prbb][Prbb] [SEP][Pbeg]frac[Plbb]5[Prbb][Plbb]7[Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP]9[Pmin][Plbb][Pbeg]sqrt[Plbb]7[Prbb][Prbb][Pexp][Plbb]zc[Prbb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu][Plsb][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Pplu][var2][Prbb][Prsb] [SEP]||,||[Pbeg]frac[Plbb]7[Prbb][Plbb][Plbb]5[Prbb][Pexp][Plbb]kx[Prbb][Prbb] ||,||265
[var1]加[var3]以0為底再以6為底的對數分之3整個乘上sin[Pspa][var2]分之5[SEP][Plsb][var1][Pplu][Pbeg]frac[Plbb]3[Prbb][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][Pbeg]log[Psub][Plbb]0[Prbb][var3][Prbb][Prsb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]sin[Plbb][var2][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb][Plsb][Pbeg]tan[Plbb][var2][Prbb][Prsb][Pplu][Plsb][Pbeg]sin[Plbb]3[Prbb][Prsb][Prsb] [SEP][Pbeg]frac[Plbb][Pbeg]log[Psub][Plbb]5[Prbb][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb]2[Prbb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP]||,||[Plsb][var1][Pplu][Pbeg]frac[Plbb]3[Prbb][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][Pbeg]log[Psub][Plbb]0[Prbb][var3][Prbb][Prsb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]sin[Plbb][var2][Prbb][Prbb] ||,||266
cos[Pspa]0加上[Pspa]0又0分之1[SEP][Pbeg]cos[Plbb]0[Pplu][Plsb]0[Pbeg]frac[Plbb]1[Prbb][Plbb]0[Prbb][Prsb][Prbb] [SEP][Pbeg]frac[Plbb]0[Pplu][Plsb]0[Pmin]1[Prsb][Prbb][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]cos[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb] [SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP]||,||[Pbeg]cos[Plbb]0[Pplu][Plsb]0[Pbeg]frac[Plbb]1[Prbb][Plbb]0[Prbb][Prsb][Prbb] ||,||269
0[var1][SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][var2][Plsb]0[Pplu][var1][Prsb] [SEP]0[Pplu][var1] [SEP][Pbeg]sqrt[Plbb]0[Prbb] [SEP][Plsb]0[Pplu][var2][Prsb][Pmin][var1] [SEP]||,||0[var1] ||,||270
ac[SEP]ac [SEP]sw [SEP]tc [SEP]kn [SEP]target [SEP]||,||ac ||,||271
括號[var1]加[var2]整個減7[var3][SEP][var1][Plsb][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][var2][Prsb] [SEP][Plsb][var1][Pplu][var2][Prsb][Pmin][Plsb]7[var3][Prsb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP]7[Pmin][Plbb][var2][Pmin][var1][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2] [SEP]||,||[Plsb][var1][Pplu][var2][Prsb][Pmin][Plsb]7[var3][Prsb] ||,||272
log[Pspa]9[Pspa]0[SEP][Pbeg]log[Psub][Plbb]9[Prbb]0 [SEP][Pbeg]log[Psub][Plbb]9[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]0[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]9[Prbb]8 [SEP][Pbeg]log[Psub][Plbb]9[Prbb][Pbeg]pi [SEP]||,||[Pbeg]log[Psub][Plbb]9[Prbb]0 ||,||273
cos[Pspa][var1][SEP][Pbeg]cos[Plbb][var1][Prbb] [SEP][var1][Pplu][Plsb][Pbeg]cos[Plbb][var2][Prbb][Prsb] [SEP][Pbeg]cos[Plbb][Pbeg]pi[Prbb] [SEP][var2][Pmin][Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb] [SEP][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb][var1][Prbb] ||,||274
tan[Pspa]5[SEP][Pbeg]tan[Plbb]5[Prbb] [SEP][Pbeg]tan[Plbb]7[Prbb] [SEP][Pbeg]sqrt[Plbb]5[Prbb] [SEP][Pbeg]tan[Plbb][var1][Prbb] [SEP][Pbeg]tan[Plbb]1[Prbb] [SEP]||,||[Pbeg]tan[Plbb]5[Prbb] ||,||275
[var2]的[var3]次方以[var4]減[var1]為底的對數[SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Plbb][Pbeg]log[Psub][Plbb][var4][Prbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Plsb][Pbeg]log[Psub][Plbb][var3][Prbb][var4][Pmin][var2][Prsb][var1] [SEP][Pbeg]frac[Plbb][var3][Prbb][Plbb][Pbeg]log[Psub][Plbb][var1][Prbb][var2][Prbb] [SEP][Pbeg]frac[Plbb][Plsb]cc[Prsb][var4][Prbb][Plbb][var1][Prbb][Plbb][var3][Prbb][Pexp][Plbb][var2][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] ||,||276
括號[var1]減[var3]整個乘3加[var2][SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb]3[Pmin][Pbeg]log[Psub][Plbb][Pbeg]pi[Prbb][var1][Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var2][Pplu][var1][Prbb] [SEP]||,||[Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] ||,||277
sin[Pspa]根號[var1][SEP][Pbeg]sqrt[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sin[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sin[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb] [SEP][Plsb][Pbeg]sin[Plbb][var2][Prbb][Prsb][var1] [SEP][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Pmin][var2] [SEP]||,||[Pbeg]sin[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb] ||,||278
1加5[SEP][Plbb][Plbb]5[Prbb][Pexp][Plbb]1[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP]1[Pplu]5 [SEP][Pbeg]sqrt[Plbb]5[Prbb] [SEP]0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||1[Pplu]5 ||,||279
pi以[var1]為底的對數[SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]pi [SEP][Plbb]1[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb][Pbeg]pi[Prbb][var1][Prbb] [SEP][Plbb][Pbeg]log[Psub][Plbb][var4][Prbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Pbeg]frac[Plbb][Pbeg]pi[Prbb][Plbb][Pbeg]log[Psub][Plbb]0[Prbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]pi ||,||280
tan[Pspa][var1][Pspa]分之5的[Pspa]tan[Pspa][var3]加根號[var2][Pspa]次方[SEP][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb] [SEP][Pbeg]frac[Plbb]5[Pmin][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var2][Prbb][Prbb][var3][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][var3][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb][var2] [SEP][Plbb]5[Prbb][Pexp][Plbb][Pbeg]sqrt[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Prbb] [SEP]||,||[Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb] ||,||281
6加括號7減[var1][SEP][Plbb][var1][Prbb][Pexp][Plbb][Plbb]6[Prbb][Pexp][Plbb]7[Prbb][Prbb] [SEP][var1][Plsb][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][var2][Prsb] [SEP][Plsb][var1][Pplu][var2][Prsb][Pmin][Plsb]7[var3][Prsb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||6[Pplu][Plsb]7[Pmin][var1][Prsb] ||,||283
根號3[SEP][Pbeg]sqrt[Plbb]3[Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var2][Pplu][var1][Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] [SEP][Plbb][Plbb]3[Prbb][Pexp][Plbb]7[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Pbeg]sqrt[Plbb]3[Prbb] ||,||284
6[var2]分之[var1][SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP][Plsb]6[Pplu][var2][Prsb][Pplu][Plbb][var1][Prbb][Pexp][Plbb][var3][Prbb] [SEP]||,||[Pbeg]frac[Plbb][var1][Prbb][Plbb]6[var2][Prbb] ||,||285
2的[var1]次方以7為底之對數[SEP][Plbb]0[Prbb][Pexp][Plbb]2[Pplu][Pbeg]log[Psub][Plbb]7[Prbb][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Pbeg]frac[Plbb]7[Prbb][Plbb][Plbb]2[Prbb][Pexp][Plbb]9[var1][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP]||,||[Pbeg]log[Psub][Plbb]7[Prbb][Plbb]2[Prbb][Pexp][Plbb][var1][Prbb] ||,||286
[var1]乘上1的[var2]次方[SEP][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP][Pbeg]frac[Plbb]1[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Prbb] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pmin][var1] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Pmin][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb] [SEP]||,||[var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] ||,||287
tan[Pspa]7[SEP][Pbeg]tan[Plbb]7[Prbb] [SEP][Pbeg]sin[Plbb]7[Prbb] [SEP][Pbeg]cos[Plbb]7[Prbb] [SEP][Pbeg]tan[Plbb]8[Prbb] [SEP]7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb] [SEP]||,||[Pbeg]tan[Plbb]7[Prbb] ||,||288
